,property_type,tenure,built_year,num_beds,num_baths,size_sqft,total_num_units,lat,lng,subzone,planning_area,price
14812,hdb,99-year leasehold,1970.0,2.0,2.0,646,375.360850381067,1.2909214,103.8026888,mei chin,queenstown,335000.0
14813,condo,freehold,2023.0,3.0,3.0,1356,638.0,1.3123637,103.80327091227252,farrer court,bukit timah,4239900.0
14814,hdb,99-year leasehold,1989.0,3.0,2.0,1323,375.360850381067,1.34773815,103.87296173992569,upper paya lebar,serangoon,840000.0
14817,condo,99-year leasehold,2023.0,3.0,3.0,1173,455.0,1.3027702,103.8694351,tanjong rhu,kallang,3263400.0
14818,condo,freehold,2025.0,2.0,2.0,700,319.0,1.310429,103.80282102340084,leedon park,bukit timah,2017700.0
14819,executive condo,99-year leasehold,2017.0,3.0,2.0,969,561.0,1.43200585,103.80079993797892,woodlands south,woodlands,1239000.0
14820,condo,freehold,2021.2354166666667,1.0,1.0,549,120.0,1.3129422000000002,103.84155234754564,moulmein,novena,1523200.0
14821,hdb,99-year leasehold,1987.0,4.0,3.0,1625,68.0,1.4180703,103.8387971,yishun south,yishun,1050000.0
14822,hdb executive,99-year leasehold,1989.0,3.0,3.0,1570,375.360850381067,1.3486127,103.93190881345392,tampines west,tampines,929200.0
14823,condo,freehold,2017.0,6.0,6.0,5059,109.0,1.2996723,103.8980859838128,marine parade,marine parade,8165800.0
14824,condo,99-year leasehold,2025.0,2.0,2.0,678,396.0,1.28617715,103.83955002171584,pearl's hill,outram,1575000.0
14825,condo,99-year leasehold,2008.0,1.0,1.0,667,1111.0,1.28099045,103.85274051881804,central subzone,downtown core,1404900.0
14826,hdb,99-year leasehold,1988.0,3.0,2.0,904,110.0,1.4288378,103.847248431304,yishun east,yishun,472500.0
14827,hdb,99-year leasehold,2016.0,3.0,2.0,990,682.0,1.3752244999999998,103.7424361872119,keat hong,choa chu kang,577500.0
14828,hdb,99-year leasehold,1988.0,3.0,2.0,907,132.0,1.4292403,103.849496,yishun east,yishun,449400.0
14829,hdb,99-year leasehold,1999.0,4.0,3.0,1518,375.360850381067,1.43652515,103.80232658400462,woodlands east,woodlands,819000.0
14830,hdb,99-year leasehold,2016.0,2.0,2.0,721,755.0,1.32829915,103.8613772552474,balestier,novena,586800.0
14831,hdb,99-year leasehold,1972.0,2.0,1.0,700,375.360850381067,1.3315866,103.8447937,toa payoh central,toa payoh,628800.0
14832,executive condo,99-year leasehold,2013.0,3.0,2.0,1001,573.0,1.3813785,103.89119243071497,compassvale,sengkang,1522500.0
14834,semi-detached house,99-year leasehold,2006.857142857143,5.0,6.0,3412,375.360850381067,1.3009182,103.8299726,paterson,river valley,14175000.0
14836,hdb,99-year leasehold,1989.0,3.0,2.0,1313,375.360850381067,1.3716565,103.9556941,pasir ris drive,pasir ris,624800.0
14839,bungalow,freehold,2003.0,10.0,9.0,10000,443.0,1.33258325,103.78981786849634,holland road,bukit timah,68145000.0
14840,condo,99-year leasehold,2023.0,3.0,2.0,936,18.0,1.3666904,103.8755199,kovan,hougang,1494200.0
14841,hdb,99-year leasehold,1984.0,3.0,2.0,1323,375.360850381067,1.4295095999999998,103.83044959005892,yishun west,yishun,680400.0
14842,executive condo,99-year leasehold,2016.0,2.0,2.0,969,546.0,1.3321733999999998,103.72419457835264,taman jurong,jurong west,1207500.0
14843,condo,99-year leasehold,2024.0,3.0,3.0,1033,74.0,1.375344,103.7587454,gombak,bukit batok,1584200.0
14844,hdb executive,99-year leasehold,1993.0,4.0,2.0,1431,375.360850381067,1.29469995,103.80922688808316,margaret drive,queenstown,1260000.0
14845,hdb,99-year leasehold,1980.0,2.0,2.0,807,375.360850381067,1.36586385,103.85863834839888,chong boon,ang mo kio,387400.0
14847,condo,freehold,2024.0,4.0,6.0,2906,54.0,1.30364895,103.82569707868404,tanglin,orchard,14687400.0
14849,hdb,99-year leasehold,1998.0,3.0,2.0,969,375.360850381067,1.3461037,103.75965149417593,bukit batok south,bukit batok,472500.0
14850,condo,freehold,2016.0,2.0,2.0,1163,180.0,1.3157213,103.84160862206242,moulmein,novena,2562400.0
14851,condo,99-year leasehold,2023.0,2.0,1.0,624,680.0,1.3830328,103.89206521050926,compassvale,sengkang,1096200.0
14852,condo,99-year leasehold,2022.0,5.0,4.0,1475,476.0,1.3271094,103.7964042,coronation road,bukit timah,3675000.0
14853,hdb executive,99-year leasehold,2001.0,4.0,2.0,1399,102.0,1.3872543,103.7597827,senja,bukit panjang,903000.0
14854,executive condo,99-year leasehold,2024.0,3.0,3.0,1001,496.0,1.38880665,103.8696866241516,fernvale,sengkang,1175000.0
14855,condo,freehold,2022.0,1.0,1.0,463,250.0,1.3443339,103.8786904,upper paya lebar,serangoon,1131900.0
14856,condo,freehold,2012.0,3.0,4.0,2756,56.0,1.3113331499999998,103.83601300788084,newton circus,newton,9765000.0
14858,terraced house,99-year leasehold,2002.0,3.0,4.0,3300,55.0,1.3831843,103.8590004,seletar hills,serangoon,3097500.0
14859,hdb,99-year leasehold,2016.0,3.0,2.0,990,375.360850381067,1.3270894,103.8682183,geylang bahru,kallang,745500.0
14860,cluster house,freehold,2028.0,5.0,6.0,3970,107.0,1.3784672,103.8650612,seletar hills,serangoon,3990000.0
14861,condo,99-year leasehold,2014.0,2.0,2.0,1109,1145.0,1.3523019,103.88158307576512,lorong ah soo,hougang,1680000.0
14862,hdb,99-year leasehold,1985.0,3.0,2.0,1420,108.0,1.3454951,103.9507300939366,tampines east,tampines,714000.0
14863,condo,99-year leasehold,2026.0,1.0,1.0,441,351.0,1.2739587,103.84363531310518,anson,downtown core,1365000.0
14866,condo,freehold,2024.0,3.0,3.0,1163,633.0,1.3393381,103.7638932,bukit batok south,bukit batok,2023400.0
14867,condo,freehold,2024.0,2.0,2.0,689,200.0,1.2963944,103.89101386970906,mountbatten,marine parade,1932000.0
14868,hdb,99-year leasehold,2014.0,3.0,2.0,926,375.360850381067,1.3281235,103.7248259,taman jurong,jurong west,735000.0
14869,corner terrace,freehold,2008.0,5.0,5.0,6437,78.0,1.3693479,103.7643824,gombak,bukit batok,8450400.0
14871,executive condo,99-year leasehold,2027.0,3.0,2.0,969,616.0,1.4349279,103.8452818,yishun east,yishun,1212800.0
14872,condo,freehold,2026.0,2.0,2.0,710,137.0,1.3159484,103.8575892,lavender,kallang,1502600.0
14873,hdb,99-year leasehold,1985.0,3.0,2.0,980,375.360850381067,1.3505072,103.83873870301149,upper thomson,bishan,598500.0
14874,hdb,99-year leasehold,1975.0,3.0,1.0,828,375.360850381067,1.3033728,103.8632239,crawford,kallang,680400.0
14875,hdb,99-year leasehold,2000.0,4.0,2.0,1517,60.0,1.4027297,103.7502941,yew tee,choa chu kang,787400.0
14876,hdb,99-year leasehold,1979.0,2.0,2.0,730,2612.0,1.3712697500000002,103.85385224981928,cheng san,ang mo kio,724500.0
14877,apartment,freehold,2011.0,2.0,2.0,1077,17.0,1.3627088,103.8765734,kovan,hougang,1509900.0
14879,semi-detached house,freehold,2007.0,6.0,7.0,7000,375.360850381067,1.46136225,103.83614823161346,sembawang straits,sembawang,6594000.0
14880,hdb,99-year leasehold,1972.0,3.0,1.0,915,375.360850381067,1.333942,103.8480824,toa payoh central,toa payoh,996300.0
14881,hdb,99-year leasehold,2019.0,3.0,2.0,1205,1578.0,1.35514045,103.73705548890702,brickworks,bukit batok,837900.0
14882,hdb,99-year leasehold,1996.0,4.0,2.0,1280,375.360850381067,1.44168535,103.79585191147136,woodlands east,woodlands,609000.0
14883,hdb,99-year leasehold,2017.0,3.0,2.0,1001,375.360850381067,1.4381848000000002,103.7922705,midview,woodlands,577500.0
14884,hdb,99-year leasehold,2006.0,3.0,2.0,1238,375.360850381067,1.2816412499999998,103.80773600869948,depot road,bukit merah,837900.0
14887,hdb,99-year leasehold,1969.0,2.0,1.0,602,375.360850381067,1.308416,103.88739410787927,aljunied,geylang,378000.0
14888,condo,99-year leasehold,2023.0,4.0,4.0,2002,455.0,1.3027702,103.8694351,tanjong rhu,kallang,5040000.0
14890,condo,99-year leasehold,2016.0,3.0,3.0,1076,410.0,1.41870295,103.84782621163892,lower seletar,yishun,1449000.0
14892,condo,99-year leasehold,2016.0,1.0,1.0,667,231.0,1.3099563,103.83548138613985,cairnhill,newton,2730000.0
14894,condo,99-year leasehold,2016.0,3.0,2.0,1787,181.0,1.2773432,103.8456501,tanjong pagar,downtown core,5552400.0
14895,condo,freehold,2005.0,3.0,2.0,1905,22.0,1.3178498,103.9132079,frankel,bedok,2415000.0
14896,hdb,99-year leasehold,1978.0,3.0,2.0,990,375.360850381067,1.33297115,103.93261245598048,bedok north,bedok,514500.0
14897,condo,99-year leasehold,2026.0,2.0,2.0,818,407.0,1.31064045,103.85214926006608,kampong java,kallang,1822800.0
14898,condo,freehold,2023.0,3.0,2.0,1012,237.0,1.32970335,103.90568292831622,kaki bukit,bedok,2013200.0
14899,executive condo,99-year leasehold,2017.0,3.0,2.0,947,525.0,1.4170170999999998,103.84503465472268,lower seletar,yishun,1174800.0
14900,condo,99-year leasehold,2022.0,1.0,1.0,517,1399.0,1.3178829,103.90317670322858,geylang east,geylang,1260000.0
14901,hdb,99-year leasehold,1992.0,3.0,2.0,1313,375.360850381067,1.3675632,103.95245786549732,pasir ris central,pasir ris,714000.0
14902,condo,99-year leasehold,2025.0,2.0,2.0,657,105.0,1.377286,103.7568632,gombak,bukit batok,932400.0
14903,apartment,freehold,2023.0,3.0,3.0,1130,58.0,1.3164313,103.8575321,lavender,kallang,2205000.0
14906,hdb,99-year leasehold,1985.0,3.0,2.0,1119,375.360850381067,1.3473462,103.74688720406532,bukit batok central,bukit batok,659400.0
14908,hdb,99-year leasehold,2003.0,3.0,2.0,1216,375.360850381067,1.3496718,103.74840008779702,bukit batok central,bukit batok,787500.0
14909,condo,freehold,2024.0,2.0,2.0,678,85.0,1.3307095,103.8683907,potong pasir,toa payoh,1916200.0
14910,bungalow,99-year leasehold,2016.0,5.0,5.0,8000,19.0,1.2411094,103.83616118799549,sentosa,southern islands,16800000.0
14911,hdb,99-year leasehold,2015.0,1.0,1.0,506,375.360850381067,1.3832558,103.75302793680612,teck whye,choa chu kang,333900.0
14912,hdb,99-year leasehold,2003.0,3.0,2.0,968,85.0,1.3949801,103.9107893,punggol field,punggol,512400.0
14913,condo,99-year leasehold,2010.0,5.0,7.0,7987,91.0,1.2426201,103.83682090290966,sentosa,southern islands,12834200.0
14915,condo,99-year leasehold,2026.0,3.0,3.0,1055,268.0,1.327839,103.94564371237811,bedok north,bedok,1890000.0
14916,condo,freehold,2023.0,2.0,2.0,667,340.0,1.3159611,103.836848,moulmein,novena,2028600.0
14917,condo,99-year leasehold,2023.0,3.0,3.0,1098,774.0,1.28301625,103.83988698554164,pearl's hill,outram,3191000.0
14918,condo,freehold,2024.0,3.0,2.0,1109,200.0,1.2963944,103.89101386970906,mountbatten,marine parade,2867200.0
14919,bungalow,freehold,1985.7777777777778,4.0,3.0,4000,375.360850381067,1.3139834,103.7811095,ulu pandan,bukit timah,11529000.0
14920,hdb,99-year leasehold,1974.0,2.0,2.0,699,375.360850381067,1.3244152,103.85823245,balestier,novena,375900.0
14922,bungalow,freehold,2011.0,6.0,7.0,6200,375.360850381067,1.34602025,103.86719776832936,lorong chuan,serangoon,16590000.0
14923,terraced house,freehold,2015.0,5.0,4.0,4359,39.0,1.3219091,103.7912914,leedon park,bukit timah,4725000.0
14924,bungalow,99-year leasehold,1999.0978260869565,6.0,6.0,6300,375.360850381067,1.3602446499999998,103.86511076372146,serangoon garden,serangoon,10479000.0
14925,apartment,freehold,2009.0,3.0,2.0,1679,34.0,1.30986875,103.80810016959164,tyersall,tanglin,4147500.0
14926,semi-detached house,freehold,2010.0,5.0,6.0,7000,375.360850381067,1.3324923,103.8000035,hillcrest,bukit timah,12534900.0
14927,condo,freehold,2021.0,2.0,2.0,667,285.0,1.330403,103.7949393,holland road,bukit timah,1908900.0
14928,apartment,99-year leasehold,2011.0,4.0,4.0,3380,151.0,1.23962095,103.83771301051394,sentosa,southern islands,7802200.0
14929,hdb,99-year leasehold,2017.0,2.0,2.0,731,861.0,1.3202843999999998,103.8598528280828,bendemeer,kallang,734000.0
14930,executive condo,99-year leasehold,2017.0,3.0,2.0,1066,561.0,1.43200585,103.80079993797892,woodlands south,woodlands,1312500.0
14931,cluster house,99-year leasehold,2022.0,5.0,5.0,4865,53.0,1.36703,103.88996647282468,hougang central,hougang,4305000.0
14933,hdb,99-year leasehold,2017.0,3.0,2.0,990,375.360850381067,1.34590095,103.75424902084222,bukit batok central,bukit batok,828300.0
14934,condo,99-year leasehold,2017.0,1.0,1.0,753,266.0,1.3288481,103.86903884851766,sennett,toa payoh,1365500.0
14935,hdb,99-year leasehold,1970.0,2.0,1.0,678,375.360850381067,1.27987035,103.82493452484192,kampong tiong bahru,bukit merah,388500.0
14936,executive condo,99-year leasehold,2017.0,4.0,3.0,1410,517.0,1.39704825,103.89393329199906,anchorvale,sengkang,1942500.0
14937,hdb,99-year leasehold,1995.0,3.0,2.0,1130,375.360850381067,1.36219815,103.9604788324109,pasir ris drive,pasir ris,556500.0
14938,condo,freehold,2023.0,1.0,1.0,463,340.0,1.3159611,103.836848,moulmein,novena,1471000.0
14939,semi-detached house,freehold,2013.7166666666667,6.0,6.0,4500,375.360850381067,1.3870489,103.872999,seletar hills,serangoon,6486700.0
14940,condo,freehold,2011.0,1.0,1.0,431,50.0,1.3141898,103.85391385,kampong java,kallang,774900.0
14943,condo,99-year leasehold,2023.0,3.0,2.0,1173,455.0,1.3027702,103.8694351,tanjong rhu,kallang,3305400.0
14944,hdb,99-year leasehold,1985.0,3.0,2.0,1345,375.360850381067,1.3549663,103.8679237,serangoon central,serangoon,735000.0
14946,condo,99-year leasehold,2024.0,2.0,2.0,689,171.0,1.3533168,103.7896255,central water catchment,central water catchment,1721900.0
14947,condo,freehold,2023.0,1.0,1.0,538,638.0,1.3123637,103.80327091227252,farrer court,bukit timah,1667400.0
14948,hdb,99-year leasehold,2013.0,3.0,2.0,990,375.360850381067,1.30893615,103.7850542325032,ghim moh,queenstown,892500.0
14951,condo,freehold,2024.0,3.0,2.0,1270,592.0,1.3005809,103.89939364290174,marine parade,marine parade,3045000.0
14952,hdb,99-year leasehold,1985.0,3.0,2.0,1002,375.360850381067,1.4332822,103.83617085,northland,yishun,554400.0
14954,apartment,99-year leasehold,2007.0,1.0,1.0,700,646.0,1.2946685,103.8500737,bras basah,museum,1365000.0
14956,condo,freehold,2024.0,1.0,1.0,527,60.0,1.30397875,103.82269161887947,chatsworth,tanglin,1461900.0
14957,condo,freehold,2023.0,4.0,3.0,1496,638.0,1.3123637,103.80327091227252,farrer court,bukit timah,4607400.0
14958,hdb,99-year leasehold,2003.0,3.0,2.0,1184,85.0,1.3969873,103.90586281419024,punggol field,punggol,609000.0
14959,condo,freehold,2025.0,4.0,4.0,2056,376.0,1.29410615,103.83673469533848,institution hill,river valley,6504800.0
14960,hdb,99-year leasehold,1988.0,4.0,2.0,1528,60.0,1.4274049,103.84569545553924,yishun east,yishun,869400.0
14961,hdb,99-year leasehold,1974.0,3.0,1.0,710,375.360850381067,1.3489993500000002,103.71217379736252,boon lay place,jurong west,346500.0
14963,condo,99-year leasehold,2003.0,3.0,3.0,1356,456.0,1.3573933,103.74974283079666,hong kah north,bukit batok,1457400.0
14964,condo,freehold,2023.0,3.0,2.0,883,237.0,1.32970335,103.90568292831622,kaki bukit,bedok,1839200.0
14967,condo,99-year leasehold,2017.0,1.0,1.0,484,912.0,1.3698942,103.94632426738984,pasir ris central,pasir ris,840000.0
14969,condo,freehold,2025.0,1.0,1.0,527,376.0,1.29410615,103.83673469533848,institution hill,river valley,1739800.0
14970,apartment,freehold,2023.0,3.0,2.0,1120,58.0,1.3164313,103.8575321,lavender,kallang,2324700.0
14973,apartment,freehold,2015.0,1.0,1.0,388,140.0,1.383914,103.83891474968368,yio chu kang west,ang mo kio,735000.0
14974,apartment,freehold,2025.0,4.0,4.0,2368,138.0,1.3101838,103.8359137,newton circus,newton,11161500.0
14975,hdb,99-year leasehold,2006.0,3.0,2.0,968,247.0,1.29335185,103.80881338251314,margaret drive,queenstown,839000.0
14976,apartment,99-year leasehold,2027.0,3.0,2.0,893,158.0,1.3252767,103.9326308,bedok north,bedok,1869000.0
14977,bungalow,freehold,1997.0,5.0,6.0,9594,12.0,1.3291535,103.8160679,dunearn,novena,16275000.0
14979,condo,99-year leasehold,2017.0,2.0,1.0,570,992.0,1.4066031,103.90207073683268,punggol town centre,punggol,1059300.0
14981,condo,99-year leasehold,2020.0,3.0,2.0,850,736.0,1.29453905,103.80681011274731,margaret drive,queenstown,1741700.0
14982,semi-detached house,freehold,2008.8552631578948,5.0,6.0,8900,375.360850381067,1.3342095,103.8065763,hillcrest,bukit timah,11529000.0
14983,condo,freehold,2022.0,1.0,1.0,764,56.0,1.3162896000000002,103.8405759660977,moulmein,novena,1535100.0
14984,hdb executive,99-year leasehold,1993.0,4.0,2.0,1593,51.0,1.3788369,103.74308432879768,keat hong,choa chu kang,840000.0
14985,condo,freehold,2010.0,1.0,1.0,517,175.0,1.2908547499999998,103.83459254363744,robertson quay,singapore river,1417500.0
14986,semi-detached house,99-year leasehold,1997.0,6.0,5.0,7700,375.360850381067,1.3386601,103.7716623,anak bukit,bukit timah,9187500.0
14987,condo,freehold,2025.0,7.0,6.0,5920,138.0,1.3101838,103.8359137,newton circus,newton,29396700.0
14990,condo,freehold,2021.0,3.0,3.0,1076,285.0,1.330403,103.7949393,holland road,bukit timah,3150000.0
14991,condo,freehold,2022.0,3.0,3.0,1776,154.0,1.30489855,103.8276985894598,tanglin,orchard,6696000.0
14992,condo,freehold,2024.0,3.0,3.0,1109,200.0,1.2963944,103.89101386970906,mountbatten,marine parade,3003000.0
14993,condo,99-year leasehold,2026.0,2.0,2.0,829,696.0,1.29142015,103.84426811480154,clarke quay,singapore river,2362500.0
14994,hdb,99-year leasehold,2001.0,3.0,2.0,1238,79.0,1.3393691,103.70083729592142,jurong west central,jurong west,588000.0
14995,condo,freehold,2025.0,4.0,5.0,2055,376.0,1.29410615,103.83673469533848,institution hill,river valley,6540400.0
14996,condo,99-year leasehold,2026.0,2.0,1.0,603,696.0,1.2915415,103.84517442690934,clarke quay,singapore river,1323000.0
14997,condo,freehold,2013.0,1.0,1.0,517,75.0,1.3211948,103.9575288940116,bedok south,bedok,933300.0
14998,bungalow,freehold,1991.0,10.0,10.0,5285,68.0,1.3396415,103.9539229,simei,tampines,9450000.0
14999,hdb,99-year leasehold,1990.0,4.0,2.0,1291,375.360850381067,1.3613656,103.8404667,upper thomson,bishan,795900.0
15000,condo,freehold,2026.0,4.0,3.0,1259,137.0,1.3159484,103.8575892,lavender,kallang,1983200.0
15001,conservation house,freehold,2009.5714285714287,4.0,5.0,3250,375.360850381067,1.3131859,103.8996932,geylang east,geylang,5439000.0
15002,executive condo,99-year leasehold,2017.0,4.0,3.0,1259,561.0,1.43200585,103.80079993797892,woodlands south,woodlands,1554000.0
15003,cluster house,99-year leasehold,2016.0,5.0,5.0,3154,62.0,1.3310043,103.8073633,hillcrest,bukit timah,4494100.0
15004,semi-detached house,freehold,2025.0,4.0,4.0,4717,6.0,1.30062,103.892783,mountbatten,marine parade,8032500.0
15005,condo,99-year leasehold,2026.0,2.0,2.0,731,115.0,1.3404645,103.88373309629344,joo seng,toa payoh,1365000.0
15006,hdb,99-year leasehold,1993.0,4.0,2.0,1560,56.0,1.3802864499999998,103.7509824708424,teck whye,choa chu kang,827400.0
15008,apartment,99-year leasehold,2023.0,2.0,2.0,840,455.0,1.3027702,103.8694351,tanjong rhu,kallang,2496900.0
15009,condo,99-year leasehold,2024.0,1.0,1.0,560,215.0,1.3533168,103.7896255,central water catchment,central water catchment,1352400.0
15012,hdb,99-year leasehold,2005.0,3.0,2.0,1184,375.360850381067,1.3972473,103.91484940518244,waterway east,punggol,682500.0
15013,condo,99-year leasehold,2027.0,4.0,4.0,1302,158.0,1.3252767,103.9326308,bedok north,bedok,2646000.0
15014,hdb,99-year leasehold,1973.0,2.0,1.0,667,375.360850381067,1.33419125,103.8517126084638,boon teck,toa payoh,472500.0
15015,corner terrace,freehold,2011.904761904762,8.0,6.0,4000,375.360850381067,1.3764665,103.8500738,yio chu kang east,ang mo kio,6510000.0
15016,condo,freehold,2022.0,2.0,1.0,700,250.0,1.3443339,103.8786904,upper paya lebar,serangoon,1658000.0
15017,condo,freehold,2025.0,4.0,3.0,1302,34.0,1.3136277,103.8831086,aljunied,geylang,2100000.0
15018,condo,freehold,1999.0,3.0,3.0,1399,390.0,1.3406755,103.83790933485336,toa payoh west,toa payoh,2730000.0
15019,hdb,99-year leasehold,2015.0,3.0,2.0,1000,960.0,1.3580336,103.93933934862486,tampines east,tampines,756000.0
15020,hdb,99-year leasehold,1987.0,3.0,2.0,1313,114.0,1.436395,103.8384005,northland,yishun,629000.0
15022,hdb,99-year leasehold,2016.0,3.0,2.0,1001,474.0,1.39714485,103.89542195317568,sengkang town centre,sengkang,593200.0
15023,hdb,99-year leasehold,1970.0,2.0,1.0,678,375.360850381067,1.340476,103.8465359,toa payoh west,toa payoh,420000.0
15024,hdb,99-year leasehold,1979.0,2.0,2.0,732,42.0,1.33329985,103.92596764549224,bedok north,bedok,367500.0
15025,condo,99-year leasehold,2023.0,4.0,4.0,1604,378.0,1.3124025,103.84117158557598,moulmein,novena,4061400.0
15026,condo,freehold,2014.0,5.0,5.0,6458,156.0,1.31123915,103.82815366202816,orange grove,newton,37668800.0
15027,hdb,99-year leasehold,2006.0,3.0,2.0,1184,111.0,1.4453321,103.8199661,sembawang central,sembawang,577500.0
15029,condo,freehold,2020.0,2.0,1.0,614,139.0,1.3014769,103.9011745,marine parade,marine parade,1816500.0
15031,hdb executive,99-year leasehold,1999.0,4.0,2.0,1550,146.0,1.4027297,103.7502941,yew tee,choa chu kang,698200.0
15033,condo,99-year leasehold,2026.0,4.0,4.0,1378,407.0,1.31064045,103.85214926006608,kampong java,kallang,2950500.0
15034,condo,99-year leasehold,2025.0,3.0,2.0,1109,105.0,1.377286,103.7568632,gombak,bukit batok,2095800.0
15035,condo,99-year leasehold,2025.0,3.0,2.0,1216,429.0,1.26522915,103.81751884226044,maritime square,bukit merah,2977800.0
15036,hdb,99-year leasehold,2003.0,3.0,2.0,1184,375.360850381067,1.30702695,103.86103736586314,lavender,kallang,1134000.0
15037,apartment,freehold,2010.0,3.0,3.0,1270,58.0,1.3092668,103.83090653524324,orange grove,newton,4095000.0
15038,hdb executive,99-year leasehold,1994.0,4.0,2.0,1582,375.360850381067,1.36458605,103.95743700171688,pasir ris drive,pasir ris,787500.0
15039,hdb,99-year leasehold,1974.0,3.0,2.0,1259,375.360850381067,1.3243306,103.8681608814266,geylang bahru,kallang,756000.0
15040,condo,99-year leasehold,2022.0,3.0,2.0,958,476.0,1.3271094,103.7964042,coronation road,bukit timah,2234400.0
15041,semi-detached house,freehold,1976.0,5.0,4.0,4000,375.360850381067,1.3460788,103.8836689,tai seng,hougang,5376000.0
15043,hdb,99-year leasehold,2015.0,3.0,2.0,990,375.360850381067,1.38919985,103.76723527855142,saujana,bukit panjang,554400.0
15044,condo,freehold,2023.0,4.0,3.0,1615,638.0,1.3123637,103.80327091227252,farrer court,bukit timah,4294800.0
15045,condo,freehold,2023.0,3.0,2.0,958,638.0,1.3123637,103.80327091227252,farrer court,bukit timah,2730000.0
15046,condo,99-year leasehold,2024.0,5.0,4.0,1668,219.0,1.4417104,103.82765897017129,sembawang springs,sembawang,2676400.0
15047,hdb executive,99-year leasehold,1988.0,4.0,3.0,1572,17.0,1.41596215,103.83313947206422,yishun south,yishun,997500.0
15048,apartment,freehold,2023.0,1.0,1.0,463,340.0,1.3159611,103.836848,moulmein,novena,1471000.0
15049,executive condo,99-year leasehold,2017.0,3.0,2.0,947,525.0,1.4170170999999998,103.84503465472268,lower seletar,yishun,1260000.0
15050,terraced house,freehold,1998.842105263158,3.0,3.0,2600,375.360850381067,1.2788952,103.84147365808892,chinatown,outram,5628000.0
15051,condo,freehold,2025.0,2.0,2.0,753,230.0,1.31730585,103.83260746060152,nassim,tanglin,2257500.0
15053,condo,freehold,2022.0,4.0,3.0,1291,250.0,1.3443339,103.8786904,upper paya lebar,serangoon,2782500.0
15054,condo,99-year leasehold,2002.0,2.0,3.0,990,436.0,1.4392923,103.83072993771722,yishun west,yishun,1155000.0
15056,hdb,99-year leasehold,2017.0,3.0,2.0,1216,420.0,1.4470258500000002,103.80338194507084,woodlands east,woodlands,672000.0
15057,hdb,99-year leasehold,1990.0,4.0,3.0,1582,375.360850381067,1.3733683499999998,103.95356975520876,pasir ris drive,pasir ris,974400.0
15059,condo,freehold,2021.0,2.0,2.0,699,80.0,1.3455515,103.8815143,upper paya lebar,serangoon,1625700.0
15060,condo,freehold,2007.311004784689,3.0,3.0,1109,132.0,1.3011036,103.8985419,marine parade,marine parade,3045000.0
15061,condo,99-year leasehold,2022.0,1.0,1.0,484,476.0,1.3271094,103.7964042,coronation road,bukit timah,1360100.0
15062,hdb,99-year leasehold,1995.0,4.0,2.0,1593,375.360850381067,1.37431035,103.94747439013013,pasir ris central,pasir ris,933300.0
15063,condo,freehold,2024.0,2.0,2.0,743,633.0,1.3393381,103.7638932,bukit batok south,bukit batok,1522500.0
15064,condo,freehold,2023.0,3.0,3.0,883,237.0,1.32970335,103.90568292831622,kaki bukit,bedok,1833600.0
15065,bungalow,99-year leasehold,1998.0,5.0,6.0,4642,123.0,1.28553725,103.81714306069205,redhill,bukit merah,4536000.0
15068,condo,freehold,2017.0,1.0,1.0,474,168.0,1.3156128,103.8454853,moulmein,novena,1155000.0
15069,condo,99-year leasehold,2003.0,4.0,4.0,1463,437.0,1.431312,103.78609353639844,woodgrove,woodlands,1554000.0
15071,hdb,99-year leasehold,1987.0,3.0,2.0,915,375.360850381067,1.36177365,103.74521364770472,hong kah north,bukit batok,493500.0
15072,hdb,99-year leasehold,1997.0,3.0,2.0,1119,375.360850381067,1.3562178,103.9348395702115,tampines west,tampines,577500.0
15073,condo,freehold,2025.0,3.0,2.0,1066,24.0,1.309875,103.9119259,frankel,bedok,2394000.0
15076,condo,freehold,2023.0,1.0,1.0,463,340.0,1.3159611,103.836848,moulmein,novena,1516200.0
15077,condo,freehold,2022.0,1.0,1.0,506,41.0,1.3053901,103.90377535,katong,marine parade,981800.0
15078,hdb,99-year leasehold,1978.0,3.0,2.0,990,375.360850381067,1.3812038,103.7539275,teck whye,choa chu kang,420000.0
15079,hdb,99-year leasehold,1980.0,3.0,2.0,1104,375.360850381067,1.33002325,103.92500222837182,bedok north,bedok,924000.0
15080,hdb,99-year leasehold,1985.0,3.0,2.0,904,89.0,1.3532385,103.8689351823913,serangoon central,serangoon,551200.0
15082,hdb,99-year leasehold,1998.0,3.0,2.0,1076,375.360850381067,1.434018,103.799405,woodlands east,woodlands,501900.0
15083,hdb,99-year leasehold,1985.0,2.0,2.0,721,375.360850381067,1.3505072,103.83873870301149,upper thomson,bishan,504000.0
15084,hdb,99-year leasehold,2002.0,3.0,2.0,1025,375.360850381067,1.2932171,103.810024069313,margaret drive,queenstown,787500.0
15085,condo,99-year leasehold,2023.0,3.0,3.0,1055,378.0,1.3124025,103.84117158557598,moulmein,novena,2906400.0
15086,hdb,99-year leasehold,2017.0,3.0,2.0,1216,402.0,1.4407533,103.8066711,woodlands east,woodlands,703500.0
15087,hdb,99-year leasehold,1995.0,4.0,2.0,1377,375.360850381067,1.3511437,103.93712477701776,tampines west,tampines,777000.0
15088,condo,99-year leasehold,2023.0,5.0,5.0,1819,378.0,1.3124025,103.84117158557598,moulmein,novena,4298700.0
